sasdate,CPIAUCSL_MOM,TOTRESNS_MOM,OILPRICEx_MOM,DDURRG3M086SBEA_YOY,DPCERA3M086SBEA_YOY,OILPRICEx_YOY,S&P PE ratio_MOM,AMDMUOx_YOY,ACOGNO_MOM,CES3000000008_YOY,CES0600000007,W875RX1_MOM,IPB51222S,TWEXAFEGSMTHx_MOM,IPNMAT_MOM,RPI_YOY,BUSINVx_MOM,WPSFD49207_MOM,ANDENOx_MOM,CLAIMSx_MOM,WPSID62_MOM,PERMITNE,CUSR0000SAD_YOY,CPITRNSL_MOM,UEMP15T26_MOM,EXSZUSx_MOM
1961-01-01,0.10063737001006756,0.0,0.0,-0.6140846840055255,1.057698397618594,0.0,5.577545496589114,-11.908913094224923,,1.408450704225364,39.2,0.8719668573683136,23.0065,,0.3998323082025084,1.4228617936605645,-0.3061655384982335,0.0,,2.198764202142372,0.33003300330032304,172,-1.8181818181818257,0.0,17.006802721088434,0.02090252456047953
1961-02-01,0.0,-1.5544041450777237,0.0,-0.7401019208153686,0.9837306091562543,0.0,4.725263198525882,-9.618732572986225,,0.9345794392523372,39.2,0.007822889775493736,23.0065,,0.4627436805105404,1.7012815748100263,-0.2329768055343353,0.29761904761905184,,13.958994059052129,0.3289473684210573,176,-1.558441558441562,0.3367003367003415,9.156976744186046,0.3297264663539629
1961-03-01,0.0,-1.0526315789473648,0.0,-0.3915771595716165,0.808306907915206,0.0,3.8841717455122238,-8.095895287343225,,0.9345794392523372,39.1,0.492803504380472,22.7084,,1.9845097814185648,1.927171498217924,-0.5625729831361133,-0.2967359050445146,,-11.701068009518012,-0.6557377049180304,201,-1.3020833333333335,0.0,2.396804260985353,0.0
1961-04-01,-0.10053619302949443,0.5319148936170099,0.0,-0.29843713186208704,-0.673565611413872,0.0,3.575105161460373,-5.531615702144022,,1.8691588785046744,39.1,0.34638436989180704,23.142,,1.3126720296841592,1.7923201128686266,0.0,-0.5952380952381037,,-0.05457546036620395,-0.3300330033003347,205,-1.0443864229764976,0.0,3.5110533159947983,0.09488983521570576
1961-05-01,0.10063737001006756,0.0,0.0,-0.050268622953915584,1.987251593550815,0.0,1.8263904875244006,-3.884786493264673,,2.3364485981308327,39.3,0.5972927898227373,23.7652,,1.406738294442378,2.3343825615114686,0.07472246007385155,-0.29940119760479467,,-6.3754908594972655,-0.9933774834437109,219,-0.5235602094240912,0.671140939597313,3.8944723618090453,0.09017549538717178
1961-06-01,0.0,0.5291005291005366,0.0,0.37174135622587556,2.2565320665083286,0.0,-0.5884543634720393,-3.1974199549665014,,2.803738317757012,39.6,0.8019431699888261,23.413,,0.9973445590102931,3.22280209636442,-0.09600000238259046,0.0,,-7.4311068941941425,-1.3377926421404636,221,0.0,0.3333333333333381,-12.575574365175331,-0.1848087229717244
1961-07-01,0.26809651474531454,0.5263157894736916,0.0,0.4394323604920437,1.7403780175909174,0.0,-0.286885397439572,-1.0310001416336592,,3.2710280373831697,39.7,0.23713903231974823,23.3317,,0.5513445067796867,3.3318981609500544,0.22421524855353184,0.0,,4.642525533890436,0.6779661016949128,237,0.2624671916010536,0.6644518272425225,16.044260027662517,-0.10877615256435365
1961-08-01,0.06684491978609483,0.5235602094240727,0.0,0.5794819305566412,2.1978021978022,0.0,4.67303618652796,-0.7957128868135547,,3.2558139534883854,39.7,0.4273667340786917,23.8736,,1.896824633359279,3.5556348978082895,0.47938638639124076,0.3003003003003046,,-8.430899180677352,2.693602693602696,301,0.5249343832020885,0.33003300330032304,-10.727056019070321,0.025485971131347766
1961-09-01,0.13360053440213476,1.041666666666663,0.0,1.2969142929444706,2.2868506089982734,0.0,-0.44305499087352934,-1.1661267980523744,,1.8518518518518534,39.2,0.19377635928416387,24.0091,,-0.3538795150391627,3.547303122237186,0.42408821240624334,-0.29940119760479467,,3.977020679500772,-0.6557377049180304,226,1.0554089709762495,0.3289473684210573,-8.411214953271028,-0.016214212915782105
1961-10-01,0.0,1.5463917525773232,0.0,1.2900876943046153,2.4304267161409836,0.0,1.8079182711757322,0.8483763163199376,,3.240740740740733,40.0,1.069397042093281,24.2801,,2.7156297280925186,4.259758937607824,0.17947634978045865,0.0,,-6.67217360783317,0.0,235,1.0554089709762495,0.0,-3.9358600583090384,0.14595158114213871
1961-11-01,0.0,0.5076142131979768,0.0,0.15883500031452333,3.7855281122005673,0.0,5.073074207454159,2.5967837835791143,,3.720930232558143,40.2,0.9192555905748162,24.1988,,1.537554223871921,5.646130607338968,0.6428496192726694,0.3003003003003046,,-0.6733864823418417,-0.3300330033003347,252,1.3227513227513228,-0.32786885245902103,-5.614567526555387,0.0
1961-12-01,0.10006671114076429,1.5151515151515187,0.0,1.0233014937667329,5.8054787635084155,0.0,1.3296233715058792,4.638655461220277,,3.703703703703707,39.7,0.5502472394690925,24.3614,,1.4520599982933229,6.768669500338399,0.10471203970129635,0.0,,-4.357235184290582,1.3245033112582854,275,1.0554089709762495,-0.3289473684210456,0.1607717041800643,-0.15499213472750006
1962-01-01,0.09996667777406726,0.0,0.0,0.6953113888844957,5.5715718225119035,0.0,-3.4585954905421072,6.466172688578132,,4.16666666666666,39.3,-0.13680902200036302,24.7137,,-2.7399118713234647,5.715733069987737,0.6066945566215369,0.29940119760479467,,1.3367916318277222,0.0,269,1.3227513227513228,0.33003300330032304,-9.951845906902086,0.04865503579621499
1962-02-01,0.23302263648468804,-2.487562189054726,0.0,0.8088084293003499,5.1392531534906984,0.0,1.2771006461728127,7.567658654578175,,4.629629629629613,39.9,0.4850414691943094,24.6595,,2.9945264943339995,5.7518062974391,0.6030359808885594,0.2985074626865714,,-2.0688238384545956,-0.3267973856209197,275,1.0554089709762495,0.3289473684210573,0.0,0.20147283590385237
1962-03-01,0.19926934573232238,-0.5102040816326603,0.0,0.953583833280706,4.706100043175218,0.0,-0.24215440169296268,7.271053844191523,,4.629629629629613,40.1,0.6632521463576403,24.8763,,0.10428291277072682,6.044049148629142,0.671765188826042,-0.29761904761905184,,-1.72117927431918,0.0,243,1.3192612137203166,0.0,-6.7736185383244205,0.3004460468233585
1962-04-01,0.13258203513423647,1.025641025641022,0.0,0.5624261520283566,5.018186301707663,0.0,-4.142470543022451,5.082467037711037,,3.6697247706421847,40.1,0.6259379918737841,24.8763,,-0.11418583067484374,6.359126578231507,0.15398829368291297,0.0,,-1.1060801164515859,-1.3114754098360608,290,1.5831134564643838,1.3114754098360608,-4.588910133843212,0.13364363234175455
1962-05-01,0.09930486593842298,0.5076142131979768,0.0,0.3489139659887488,5.183823529411765,0.0,-8.142957116178243,3.5693834753945253,,3.6529680365296837,40.2,0.14186977082575813,25.1744,,0.2299871868151448,5.691548816552636,0.7687576926371986,-0.2985074626865714,,6.846222706573775,0.0,220,1.5789473684210564,0.0,1.6032064128256511,-0.3750834157903261
1962-06-01,-0.09920634920634122,0.5050505050504942,0.0,0.5131746206117376,4.407359863072293,0.0,-12.475855429107824,2.8318499739836405,,2.7272727272727093,40.0,0.12350612081804974,25.6079,,0.5667567567567514,4.846426950695397,0.5085952597339217,0.0,,2.0157498046176467,-0.6644518272425343,233,1.3123359580052494,0.0,-0.19723865877712032,-0.31875086617082765
1962-07-01,0.033101621979470405,1.005025125628155,0.0,0.5112121687313792,5.058246474555506,0.0,1.02507185790725,2.0149764882893444,,2.714932126696835,40.0,0.47527482494648293,25.9873,,0.14807966739856285,5.054752543489357,0.3845764601689823,0.0,,-0.9180059663895552,1.0033444816053536,226,1.0471204188481638,-0.9708737864077579,-4.3478260869565215,0.04170914820651232
1962-08-01,0.19854401058902144,-0.9950248756219046,0.0,0.3616551594570502,4.979227761485834,0.0,1.6216347510091131,-0.06313870675931174,,2.702702702702685,40.1,0.11193760381309702,25.9602,,0.04025246345076471,5.164336734675783,0.48391974816772326,0.29940119760479467,,0.6139612293639899,0.9933774834437109,228,1.0443864229765163,0.6535947712418277,0.2066115702479339,0.11349423264001773
1962-09-01,0.462351387054163,1.005025125628155,0.0,0.17487157868441766,5.5589307411907605,0.0,-2.267729685443742,0.9270531005544924,,3.636363636363619,40.1,0.11902614968440692,25.8789,,0.6475356627449684,5.085298199159868,0.7223838640757377,0.8955223880596931,,-1.5727519903616027,2.2950819672131124,222,1.0443864229765163,0.649350649350647,16.90721649484536,0.030076579598816246
1962-10-01,-0.13149243918475575,0.49751243781093457,0.0,-0.20159714951006857,4.383263901467141,0.0,-4.205019001139745,2.226947701917915,,2.690582959641258,39.9,0.3314359824194761,25.8789,,-0.6622922507808917,4.609741226097571,0.5179798799712166,-0.5917159763313483,,1.2230584732445622,-1.2820512820512775,241,0.7832898172323872,-0.3225806451612949,-8.994708994708994,-0.0439448607641783
1962-11-01,0.0,-2.9702970297029596,0.0,0.30460519084928733,4.753647452762485,0.0,5.745092487587943,1.5813305495681211,,2.690582959641258,40.1,0.477558348294441,26.2312,,1.2252935794831012,4.06444925601639,0.039639285772998856,0.0,,-1.6896970964663434,0.649350649350647,242,0.7832898172323872,0.0,18.410852713178294,-0.1342064465372378
1962-12-01,0.0,2.551020408163265,0.0,0.13328106624853134,4.614014251781478,0.0,3.2265383290116314,3.6437061121470333,,2.2321428571428488,39.6,0.525318943644349,26.2041,,-0.6724199165637273,3.9284034244305084,0.10896482773744383,-0.29761904761905184,,3.1765081349193154,-1.2903225806451568,231,0.5221932114882581,0.0,-8.674304418985269,0.013902082995423662
1963-01-01,0.1974983541803893,-0.4975124378109523,0.0,0.0690510192872115,4.553279905016323,0.0,2.7774152268549046,5.030605298895137,,2.2222222222222143,40.0,-0.2381798791325922,26.9629,,-0.40239408470022925,4.673217957451782,0.1781120170901462,-0.2985074626865714,,-1.8481941763839709,-0.9803921568627474,245,0.0,-0.9708737864077579,3.584229390681003,0.20386887524616723
1963-02-01,0.13140604467805236,-1.9999999999999927,0.0,0.14103267256915053,4.210963948446871,0.0,0.38617167148593207,5.766088415537567,,2.2123893805309858,39.9,0.2636924063713657,27.4235,,2.1888873111515372,3.681871222532565,0.31608059599824767,0.0,,-3.2213800099139585,-0.9900990099009923,233,0.0,0.32679738562090804,-6.5743944636678195,-0.013871870159304047
1963-03-01,0.09842519685039743,-0.5102040816326603,0.0,0.07662955085699907,3.881950989632437,0.0,-1.5305382610757283,9.684120200179878,,2.654867256637171,40.0,0.44780893485447504,27.0441,,1.5990288894889955,3.4391328909554244,0.21662072444498665,-0.29940119760479467,,-2.547081490325907,-1.3333333333333286,230,0.2604166666666704,0.32573289902280594,-9.62962962962963,0.0901796656415426
1963-04-01,-0.09832841691249142,0.5128205128205201,0.0,0.2694573254793899,3.8978573525095475,0.0,3.9868303810322803,12.780443236090159,,2.654867256637171,40.2,0.2830555850405123,26.6919,,-0.2678585252814054,3.1945488414654126,0.09825112783876222,0.0,,2.0201949884963053,0.6756756756756733,230,0.0,0.0,-1.639344262295082,0.013861294644928569
1963-05-01,0.09842519685039743,0.0,0.0,0.3101115148477752,3.169055108936272,0.0,1.2627159925896696,15.663011424432561,,2.643171806167403,40.2,0.4233849627774054,27.1254,,1.5110743117366903,3.489063044969578,0.44169611394648395,0.3003003003003046,,-1.0006721186750052,-0.671140939597313,247,-0.259067357512957,0.32467532467531773,15.0,-0.12011457082140617
1963-06-01,0.3277613897082854,1.0204081632653024,0.0,0.2373220084936314,4.6896955503513,0.0,-1.112992687980737,15.69240027606037,,3.539823008849561,40.3,0.5164599655693292,27.2338,,0.7358788743882511,3.8335032397642896,0.4592983409125178,0.29940119760479467,,-0.9680532101871318,1.0135135135135038,213,0.0,0.0,2.717391304347826,0.0069380203515307355
1963-07-01,0.26135249918327946,1.0101010101010066,0.0,0.08580878681975881,4.890574846804769,0.0,-2.525328082110835,15.613856345171495,,3.524229074889871,40.2,0.05941978329254869,26.6106,,-0.8294387498197056,3.391173267099291,0.41828793704382067,-0.2985074626865714,,-2.347221787229304,0.33444816053512183,226,0.259067357512957,0.0,-7.936507936507936,-0.016187591055203038
1963-08-01,0.19550342130986875,-1.5000000000000036,0.0,0.021839510794951632,4.970028516557058,0.0,1.9731621475656764,17.023118690034273,,2.631578947368424,40.2,0.3563069829182336,26.719,,2.138907812384377,3.586176749450958,0.47466825050143213,0.0,,3.4434957379479427,-0.3333333333333381,224,0.0,0.32362459546926026,13.601532567049809,-0.152650568970296
1963-09-01,-0.09756097560975979,1.5228426395939123,0.0,0.5657818856278924,3.6143884892086335,0.0,1.8047688337120444,16.95351641960484,,3.5087719298245648,40.2,0.6996414772529468,27.0171,,0.9140370511001505,4.238737818449797,0.5399151804263582,0.0,,-0.37412282665986857,-0.33444816053510995,268,0.0,0.0,-13.99662731871838,-0.030113504748680173
1963-10-01,0.0976562500000037,0.0,0.0,1.0476041340432147,4.071953265081827,0.0,-0.9485692203601523,15.644501331481775,,3.056768558951958,40.3,0.54960248876599,27.0983,,0.2019946976391911,4.266157808601402,0.7288069990545984,0.29940119760479467,,-0.9913794593921708,0.3355704697986506,261,0.5181347150258957,0.6451612903225784,6.078431372549019,0.0
1963-11-01,0.09756097560975979,0.5000000000000071,0.0,0.8531221138644,3.470517723614365,0.0,-1.3335667908573203,15.859735755122417,,3.493449781659392,40.2,0.23720306645123898,27.5048,,0.8493355764883618,4.098097184335348,0.38080734268625394,0.0,,-1.9355559746582567,1.0033444816053536,235,0.5181347150258957,-0.3205128205128137,-1.478743068391867,0.023171212086111965
1963-12-01,0.32488628979856354,2.9850746268656607,0.0,0.9113686188537325,4.121019469830272,0.0,1.0790610446416473,11.458932920812465,,3.9301310043668063,40.0,0.7133548254338338,27.7758,,-1.4354828832139104,4.430257663455795,0.03793628963727757,-0.2985074626865714,,7.232961992136304,-2.6490066225165587,243,1.0389610389610353,0.32154340836012174,-3.0018761726078798,-0.018532675423353764
1964-01-01,0.1943005181347224,0.0,0.0,1.1558064769073861,4.4855780149897955,0.0,2.4340477073830726,11.245656062472206,,3.478260869565221,39.5,-0.010215895934064127,28.3991,,1.7280330048587804,4.164385970479199,0.5119453076288406,0.29940119760479467,,-7.621233306652762,1.3605442176870821,198,1.5665796344647556,0.6410256410256387,6.963249516441006,0.0092680553302893
1964-02-01,-0.09696186166774769,-2.898550724637671,0.0,1.1391909866207564,5.619514419240856,0.0,0.5197300498088572,10.179678752156375,,3.0303030303030236,40.3,0.8990906923679336,28.101,,1.4873521320831116,5.1498583458328815,0.3584229588490054,0.0,,-5.503584448455128,-1.342281879194638,269,1.8276762402088846,-0.31847133757961105,-4.520795660036167,0.1992447234900351
1964-03-01,0.09705596894209362,0.49751243781093457,0.0,0.8594690044223653,5.455060958321518,0.0,1.027974092225383,8.586191280091265,,2.5862068965517264,40.2,0.5096702332332117,28.372,,-0.5069739002325423,5.205936126076692,0.3947368841233337,-0.2985074626865714,,5.429199735198107,0.3401360544217735,262,1.2987012987012987,0.31948881789136696,1.1363636363636365,0.050868228167109376
1964-04-01,0.032320620555908244,0.4950495049505021,0.0,0.8874445347165768,5.260184191197228,0.0,0.5518980172056291,8.613564528733233,,3.448275862068969,40.2,0.6111894687353018,28.9681,,2.1420275828695887,5.556446249584341,0.5336079196603163,0.29940119760479467,,-4.843598885633038,0.0,232,1.2987012987012987,-0.31847133757961105,-13.108614232209737,-0.1409720135887776
1964-05-01,0.09693053311793581,-0.4926108374384306,0.0,0.7088655029197661,6.651609260304917,0.0,0.0801988284462006,8.789611008632123,,3.0042918454935554,40.3,0.6308411214953301,29.1578,,0.1511300405303303,5.737776806933577,0.3631622827396468,0.0,,1.3857390987765752,-0.33898305084746244,244,1.0389610389610353,0.0,1.5086206896551724,-0.12265679240916645
1964-06-01,0.09683666881859632,1.4851485148514887,0.0,0.45794392523364,6.235669146020907,0.0,-1.7986499116799517,11.35959033636562,,2.991452991453004,40.4,0.3880725728879836,29.6727,,1.3909946048993407,5.612254239105696,0.43607350449398585,0.0,,-2.1979501758060898,-1.3605442176870701,264,0.7772020725388528,0.31948881789136696,14.437367303609342,-0.0023171212086050227
1964-07-01,0.03224766204449536,0.4878048780487874,-1.6835016835016925,0.592352418512587,6.470817337116788,-1.6835016835016925,2.456758912136644,14.54265055936064,,2.5531914893617045,40.3,0.5418621555540901,29.8624,,0.0018662287250047612,6.126708811663352,0.2124711158278028,0.0,,-2.8432212465195974,0.6896551724137907,244,0.5167958656330639,-0.31847133757961105,-11.131725417439704,0.1413476689220501
1964-08-01,0.09671179883946208,0.0,0.0,0.49752019713653367,6.730609303099197,-1.6835016835016925,-2.0330993061827054,15.370618462152171,,3.4188034188034218,40.4,0.6079526782780151,29.9437,,1.1593729588504242,6.355257652400867,0.35029500449359036,0.2985074626865714,,-3.9270952249734288,0.6849315068493127,250,0.5167958656330639,0.31948881789136696,-11.064718162839249,-0.02545294675706553
1964-09-01,0.09661835748791492,1.4563106796116367,0.0,-0.20458138309414614,6.487807587624281,-1.6835016835016925,0.4520196435769531,16.229348868001974,,3.3898305084745797,40.3,0.42136207741303583,29.9437,,1.2041969330104878,6.076210892093984,1.0655888036510324,0.0,,3.215681775344801,2.3809523809523907,241,0.775193798449605,-0.31847133757961105,7.276995305164319,-0.013886960144412578
1964-10-01,0.1287001287001374,0.4784688995215379,0.0,-0.4587084876567006,7.241705107541827,-1.6835016835016925,0.8076890521383492,18.574450002915654,,1.6949152542372898,40.3,0.06505334374186833,30.1604,,0.0945606008129915,5.5494443640340245,-0.009089215258284431,0.0,,1.737580487649959,-0.9966777408637897,223,0.2577319587628903,0.0,2.8446389496717726,-0.06944444444444707
1964-11-01,0.2892030848329044,0.952380952380949,0.0,-0.13348233687216507,5.483532851547414,-1.6835016835016925,-0.5636386948545056,19.554494513380572,,2.1097046413502034,40.6,0.7378754388245943,29.9166,,0.36877940845050966,6.040134464160707,0.6817561896298888,0.0,,4.877496790607112,0.3355704697986506,243,0.5154639175257806,0.31948881789136696,2.9787234042553195,-0.03242992819088001
1964-12-01,0.12816404998397676,1.8867924528301987,0.0,-0.0698302349399266,5.249959112467977,-1.6835016835016925,-2.6252224364215806,21.787232363652894,,2.521008403361347,40.7,0.9615694879158525,30.2147,,1.2453873492596008,6.249585997808979,0.6681112583010861,0.0,,-6.395216888224155,-0.33444816053510995,248,0.25706940874036355,0.9554140127388558,-8.264462809917356,0.0
1965-01-01,0.09600000000000364,0.0,0.0,-0.21239651483674996,5.656993805021195,-1.6835016835016925,1.610887448727957,21.562312039211125,,2.9411764705882475,40.8,0.17897663715682538,30.2418,,1.5557865402622724,6.531803041269847,0.8609865067588249,0.0,,-6.116300329901824,-1.0067114093959755,221,0.7712082262210906,0.6309148264984206,-9.00900900900901,0.0973213458151817
1965-02-01,0.0,-1.8518518518518614,0.0,-0.47034796466201795,6.588603496654436,-1.6835016835016925,-0.18432856009580356,22.271950214065242,,3.361344537815129,40.7,0.5455415536768196,30.2959,,-0.06683681009742487,6.152494103192233,0.47127872914105967,0.29761904761905184,,1.571112861025732,1.3559322033898256,219,0.25641025641026005,-0.3134796238244448,25.495049504950494,0.20371313486735312
1965-03-01,0.09590792838873907,0.4716981132075539,0.0,-0.36254899834220417,6.544066247244172,-1.6835016835016925,-1.1070300406490363,22.31511499186486,,3.7815126050420296,40.8,0.49498667343571234,30.6482,,-0.0050768144093353736,6.129617186623049,1.1416939527086365,0.0,,-1.2708773597095613,0.33444816053512183,251,0.25641025641026005,0.0,-13.806706114398423,0.3557732292196213
1965-04-01,0.22357074417119221,0.9389671361502313,0.0,-0.4878275413491881,7.112184648416529,-1.6835016835016925,0.15526622386682248,22.297448518409723,,2.9166666666666785,40.7,0.3662541045718731,31.5154,,2.096610060991096,5.921502703780477,0.533776691852687,0.8902077151335227,,-0.5150634963523373,1.3333333333333286,223,0.0,0.3144654088050247,-2.059496567505721,0.004604051565366802
